id,quantity,country,cost
2236,5,Sri_Lanka,32000
2237,6,Sri_Lanka,32000
2238,7,Sri_Lanka,56500
2239,8,Sri_Lanka,56500
2240,9,Sri_Lanka,56500
2241,10,Sri_Lanka,56500
2242,11,Sri_Lanka,56500
2243,12,Sri_Lanka,56500
2244,13,Sri_Lanka,85000
2245,14,Sri_Lanka,85000
2246,15,Sri_Lanka,85000
2247,16,Sri_Lanka,85000
2248,17,Sri_Lanka,85000
2249,18,Sri_Lanka,85000
2250,19,Sri_Lanka,85000
2251,20,Sri_Lanka,85000
2252,21,Sri_Lanka,85000
2253,22,Sri_Lanka,85000
2254,23,Sri_Lanka,85000
2255,24,Sri_Lanka,85000
2256,25,Sri_Lanka,107000
2257,26,Sri_Lanka,110000
2258,27,Sri_Lanka,117000
2259,28,Sri_Lanka,117000
2260,29,Sri_Lanka,117000
2261,30,Sri_Lanka,117000
2262,31,Sri_Lanka,141500
2263,32,Sri_Lanka,141500
2264,33,Sri_Lanka,141500
2265,34,Sri_Lanka,141500
2266,35,Sri_Lanka,141500
2267,36,Sri_Lanka,141500
2268,37,Sri_Lanka,170000
2269,38,Sri_Lanka,170000
2270,39,Sri_Lanka,170000
2271,40,Sri_Lanka,170000
2272,41,Sri_Lanka,170000
2273,42,Sri_Lanka,170000
2274,43,Sri_Lanka,170000
2275,44,Sri_Lanka,170000
2276,45,Sri_Lanka,170000
2277,46,Sri_Lanka,170000
2278,47,Sri_Lanka,170000
2279,48,Sri_Lanka,170000
2280,49,Sri_Lanka,192000
2281,50,Sri_Lanka,244000
2282,51,Sri_Lanka,244000
2283,52,Sri_Lanka,244000
2284,53,Sri_Lanka,244000
2285,54,Sri_Lanka,244000
2286,55,Sri_Lanka,244000
2287,56,Sri_Lanka,244000
2288,57,Sri_Lanka,244000
2289,58,Sri_Lanka,244000
2290,59,Sri_Lanka,244000
2291,60,Sri_Lanka,244000
2292,61,Sri_Lanka,244000
2293,62,Sri_Lanka,244000
2294,63,Sri_Lanka,244000
2295,64,Sri_Lanka,244000
2296,65,Sri_Lanka,244000
2297,66,Sri_Lanka,244000
2298,67,Sri_Lanka,244000
2299,68,Sri_Lanka,244000
2300,69,Sri_Lanka,244000
2301,70,Sri_Lanka,244000
2302,71,Sri_Lanka,244000
2303,72,Sri_Lanka,244000
2304,1,Albania,32500
2305,2,Albania,36500
2306,3,Albania,46500
2307,4,Albania,46500
2308,5,Albania,46500
2309,6,Albania,46500
2310,7,Albania,83000
2311,8,Albania,83000
2312,9,Albania,83000
2313,10,Albania,83000
2314,11,Albania,83000
2315,12,Albania,83000
2316,13,Albania,117500
2317,14,Albania,117500
2318,15,Albania,117500
2319,16,Albania,117500
2320,17,Albania,117500
2321,18,Albania,117500
2322,19,Albania,117500
2323,20,Albania,117500
2324,21,Albania,117500
2325,22,Albania,117500
2326,23,Albania,117500
2327,24,Albania,117500
2328,25,Albania,150000
2329,26,Albania,154000
2330,27,Albania,164000
2331,28,Albania,164000
2332,29,Albania,164000
2333,30,Albania,164000
2334,31,Albania,200500
2335,32,Albania,200500
2336,33,Albania,200500
2337,34,Albania,200500
2338,35,Albania,200500
2339,36,Albania,200500
2340,37,Albania,235000
2341,38,Albania,235000
2342,39,Albania,235000
2343,40,Albania,235000
2344,41,Albania,235000
2345,42,Albania,235000
2346,43,Albania,235000
2347,44,Albania,235000
2348,45,Albania,235000
2349,46,Albania,235000
2350,47,Albania,235000
2351,48,Albania,235000
2352,49,Albania,267500
2353,50,Albania,281500
2354,51,Albania,281500
2355,52,Albania,281500
2356,53,Albania,281500
2357,54,Albania,281500
2358,55,Albania,281500
2359,56,Albania,281500
2360,57,Albania,281500
2361,58,Albania,281500
2362,59,Albania,281500
2363,60,Albania,281500
2364,61,Albania,281500
2365,62,Albania,281500
2366,63,Albania,281500
2367,64,Albania,281500
2368,65,Albania,281500
2369,66,Albania,281500
2370,67,Albania,281500
2371,68,Albania,281500
2372,69,Albania,281500
2373,70,Albania,281500
2374,71,Albania,281500
2375,72,Albania,281500
2376,1,Armenia,32500
2377,2,Armenia,36500
2378,3,Armenia,46500
2379,4,Armenia,46500
2380,5,Armenia,46500
2381,6,Armenia,46500
2382,7,Armenia,83000
2383,8,Armenia,83000
2384,9,Armenia,83000
2385,10,Armenia,83000
2386,11,Armenia,83000
2387,12,Armenia,83000
2388,13,Armenia,117500
2389,14,Armenia,117500
2390,15,Armenia,117500
2391,16,Armenia,117500
2392,17,Armenia,117500
2393,18,Armenia,117500
2394,19,Armenia,117500
2395,20,Armenia,117500
2396,21,Armenia,117500
2397,22,Armenia,117500
2398,23,Armenia,117500
2399,24,Armenia,117500
2400,25,Armenia,150000
2401,26,Armenia,154000
2402,27,Armenia,164000
2403,28,Armenia,164000
2404,29,Armenia,164000
2405,30,Armenia,164000
2406,31,Armenia,200500
2407,32,Armenia,200500
2408,33,Armenia,200500
2409,34,Armenia,200500
2410,35,Armenia,200500
2411,36,Armenia,200500
2412,37,Armenia,235000
2413,38,Armenia,235000
2414,39,Armenia,235000
2415,40,Armenia,235000
2416,41,Armenia,235000
2417,42,Armenia,235000
2418,43,Armenia,235000
2419,44,Armenia,235000
2420,45,Armenia,235000
2421,46,Armenia,235000
2422,47,Armenia,235000
2423,48,Armenia,235000
2424,49,Armenia,267500
2425,50,Armenia,281500
2426,51,Armenia,281500
2427,52,Armenia,281500
2428,53,Armenia,281500
2429,54,Armenia,281500
2430,55,Armenia,281500
2431,56,Armenia,281500
2432,57,Armenia,281500
2433,58,Armenia,281500
2434,59,Armenia,281500
2435,60,Armenia,281500
2436,61,Armenia,281500
2437,62,Armenia,281500
2438,63,Armenia,281500
2439,64,Armenia,281500
2440,65,Armenia,281500
2441,66,Armenia,281500
2442,67,Armenia,281500
2443,68,Armenia,281500
2444,69,Armenia,281500
2445,70,Armenia,281500
2446,71,Armenia,281500
2447,72,Armenia,281500
2448,1,Austria,32500
2449,2,Austria,36500
2450,3,Austria,46500
2451,4,Austria,46500
2452,5,Austria,46500
2453,6,Austria,46500
2454,7,Austria,83000
2455,8,Austria,83000
2456,9,Austria,83000
2457,10,Austria,83000
2458,11,Austria,83000
2459,12,Austria,83000
2460,13,Austria,117500
2461,14,Austria,117500
2462,15,Austria,117500
2463,16,Austria,117500
2464,17,Austria,117500
2465,18,Austria,117500
2466,19,Austria,117500
2467,20,Austria,117500
2468,21,Austria,117500
2469,22,Austria,117500
2470,23,Austria,117500
2471,24,Austria,117500
2472,25,Austria,150000
2473,26,Austria,154000
2474,27,Austria,164000
2475,28,Austria,164000
2476,29,Austria,164000
2477,30,Austria,164000
2478,31,Austria,200500
2479,32,Austria,200500
2480,33,Austria,200500
2481,34,Austria,200500
2482,35,Austria,200500
2483,36,Austria,200500
2484,37,Austria,235000
2485,38,Austria,235000
2486,39,Austria,235000
2487,40,Austria,235000
2488,41,Austria,235000
2489,42,Austria,235000
2490,43,Austria,235000
2491,44,Austria,235000
2492,45,Austria,235000
2493,46,Austria,235000
2494,47,Austria,235000
2495,48,Austria,235000
2496,49,Austria,267500
2497,50,Austria,281500
2498,51,Austria,281500
2499,52,Austria,281500
2500,53,Austria,281500
2501,54,Austria,281500
2502,55,Austria,281500
2503,56,Austria,281500
2504,57,Austria,281500
2505,58,Austria,281500
2506,59,Austria,281500
2507,60,Austria,281500
2508,61,Austria,281500
2509,62,Austria,281500
2510,63,Austria,281500
2511,64,Austria,281500
2512,65,Austria,281500
2513,66,Austria,281500
2514,67,Austria,281500
2515,68,Austria,281500
2516,69,Austria,281500
2517,70,Austria,281500
2518,71,Austria,281500
2519,72,Austria,281500
2520,1,Azerbaijan,32500
2521,2,Azerbaijan,36500
2522,3,Azerbaijan,46500
2523,4,Azerbaijan,46500
2524,5,Azerbaijan,46500
2525,6,Azerbaijan,46500
2526,7,Azerbaijan,83000
2527,8,Azerbaijan,83000
2528,9,Azerbaijan,83000
2529,10,Azerbaijan,83000
2530,11,Azerbaijan,83000
2531,12,Azerbaijan,83000
2532,13,Azerbaijan,117500
2533,14,Azerbaijan,117500
2534,15,Azerbaijan,117500
2535,16,Azerbaijan,117500
2536,17,Azerbaijan,117500
2537,18,Azerbaijan,117500
2538,19,Azerbaijan,117500
2539,20,Azerbaijan,117500
2540,21,Azerbaijan,117500
2541,22,Azerbaijan,117500
2542,23,Azerbaijan,117500
2543,24,Azerbaijan,117500
2544,25,Azerbaijan,150000
2545,26,Azerbaijan,154000
2546,27,Azerbaijan,164000
2547,28,Azerbaijan,164000
2548,29,Azerbaijan,164000
2549,30,Azerbaijan,164000
2550,31,Azerbaijan,200500
2551,32,Azerbaijan,200500
2552,33,Azerbaijan,200500
2553,34,Azerbaijan,200500
2554,35,Azerbaijan,200500
2555,36,Azerbaijan,200500
2556,37,Azerbaijan,235000
2557,38,Azerbaijan,235000
2558,39,Azerbaijan,235000
2559,40,Azerbaijan,235000
2560,41,Azerbaijan,235000
2561,42,Azerbaijan,235000
2562,43,Azerbaijan,235000
2563,44,Azerbaijan,235000
2564,45,Azerbaijan,235000
2565,46,Azerbaijan,235000
2566,47,Azerbaijan,235000
2567,48,Azerbaijan,235000
2568,49,Azerbaijan,267500
2569,50,Azerbaijan,281500
2570,51,Azerbaijan,281500
2571,52,Azerbaijan,281500
2572,53,Azerbaijan,281500
2573,54,Azerbaijan,281500
2574,55,Azerbaijan,281500
2575,56,Azerbaijan,281500
2576,57,Azerbaijan,281500
2577,58,Azerbaijan,281500
2578,59,Azerbaijan,281500
2579,60,Azerbaijan,281500
2580,61,Azerbaijan,281500
2581,62,Azerbaijan,281500
2582,63,Azerbaijan,281500
2583,64,Azerbaijan,281500
2584,65,Azerbaijan,281500
2585,66,Azerbaijan,281500
2586,67,Azerbaijan,281500
2587,68,Azerbaijan,281500
2588,69,Azerbaijan,281500
2589,70,Azerbaijan,281500
2590,71,Azerbaijan,281500
2591,72,Azerbaijan,281500
2592,1,Bahrain,32500
2593,2,Bahrain,36500
2594,3,Bahrain,46500
2595,4,Bahrain,46500
2596,5,Bahrain,46500
2597,6,Bahrain,46500
2598,7,Bahrain,83000
2599,8,Bahrain,83000
2600,9,Bahrain,83000
2601,10,Bahrain,83000
2602,11,Bahrain,83000
2603,12,Bahrain,83000
2604,13,Bahrain,117500
2605,14,Bahrain,117500
2606,15,Bahrain,117500
2607,16,Bahrain,117500
2608,17,Bahrain,117500
2609,18,Bahrain,117500
2610,19,Bahrain,117500
2611,20,Bahrain,117500
2612,21,Bahrain,117500
2613,22,Bahrain,117500
2614,23,Bahrain,117500
2615,24,Bahrain,117500
2616,25,Bahrain,150000
2617,26,Bahrain,154000
2618,27,Bahrain,164000
2619,28,Bahrain,164000
2620,29,Bahrain,164000
2621,30,Bahrain,164000
2622,31,Bahrain,200500
2623,32,Bahrain,200500
2624,33,Bahrain,200500
2625,34,Bahrain,200500
2626,35,Bahrain,200500
2627,36,Bahrain,200500
2628,37,Bahrain,235000
2629,38,Bahrain,235000
2630,39,Bahrain,235000
2631,40,Bahrain,235000
2632,41,Bahrain,235000
2633,42,Bahrain,235000
2634,43,Bahrain,235000
2635,44,Bahrain,235000
2636,45,Bahrain,235000
2637,46,Bahrain,235000
2638,47,Bahrain,235000
2639,48,Bahrain,235000
2640,49,Bahrain,267500
2641,50,Bahrain,281500
2642,51,Bahrain,281500
2643,52,Bahrain,281500
2644,53,Bahrain,281500
2645,54,Bahrain,281500
2646,55,Bahrain,281500
2647,56,Bahrain,281500
2648,57,Bahrain,281500
2649,58,Bahrain,281500
2650,59,Bahrain,281500
2651,60,Bahrain,281500
2652,61,Bahrain,281500
2653,62,Bahrain,281500
2654,63,Bahrain,281500
2655,64,Bahrain,281500
2656,65,Bahrain,281500
2657,66,Bahrain,281500
2658,67,Bahrain,281500
2659,68,Bahrain,281500
2660,69,Bahrain,281500
2661,70,Bahrain,281500
2662,71,Bahrain,281500
2663,72,Bahrain,281500
2664,1,Belarus,32500
2665,2,Belarus,36500
2666,3,Belarus,46500
2667,4,Belarus,46500
2668,5,Belarus,46500
2669,6,Belarus,46500
2670,7,Belarus,83000
2671,8,Belarus,83000
2672,9,Belarus,83000
2673,10,Belarus,83000
2674,11,Belarus,83000
2675,12,Belarus,83000
2676,13,Belarus,117500
2677,14,Belarus,117500
2678,15,Belarus,117500
2679,16,Belarus,117500
2680,17,Belarus,117500
2681,18,Belarus,117500
2682,19,Belarus,117500
2683,20,Belarus,117500
2684,21,Belarus,117500
2685,22,Belarus,117500
2686,23,Belarus,117500
2687,24,Belarus,117500
2688,25,Belarus,150000
2689,26,Belarus,154000
2690,27,Belarus,164000
2691,28,Belarus,164000
2692,29,Belarus,164000
2693,30,Belarus,164000
2694,31,Belarus,200500
2695,32,Belarus,200500
2696,33,Belarus,200500
2697,34,Belarus,200500
2698,35,Belarus,200500
2699,36,Belarus,200500
2700,37,Belarus,235000
2701,38,Belarus,235000
2702,39,Belarus,235000
2703,40,Belarus,235000
2704,41,Belarus,235000
2705,42,Belarus,235000
2706,43,Belarus,235000
2707,44,Belarus,235000
2708,45,Belarus,235000
2709,46,Belarus,235000
2710,47,Belarus,235000
2711,48,Belarus,235000
2712,49,Belarus,267500
2713,50,Belarus,281500
2714,51,Belarus,281500
2715,52,Belarus,281500
2716,53,Belarus,281500
2717,54,Belarus,281500
2718,55,Belarus,281500
2719,56,Belarus,281500
2720,57,Belarus,281500
2721,58,Belarus,281500
2722,59,Belarus,281500
2723,60,Belarus,281500
2724,61,Belarus,281500
2725,62,Belarus,281500
2726,63,Belarus,281500
2727,64,Belarus,281500
2728,65,Belarus,281500
2729,66,Belarus,281500
2730,67,Belarus,281500
2731,68,Belarus,281500
2732,69,Belarus,281500
2733,70,Belarus,281500
2734,71,Belarus,281500
2735,72,Belarus,281500
2736,1,Belgium,32500
2737,2,Belgium,36500
2738,3,Belgium,46500
2739,4,Belgium,46500
2740,5,Belgium,46500
2741,6,Belgium,46500
2742,7,Belgium,83000
2743,8,Belgium,83000
2744,9,Belgium,83000
2745,10,Belgium,83000
2746,11,Belgium,83000
2747,12,Belgium,83000
2748,13,Belgium,117500
2749,14,Belgium,117500
2750,15,Belgium,117500
2751,16,Belgium,117500
2752,17,Belgium,117500
2753,18,Belgium,117500
2754,19,Belgium,117500
2755,20,Belgium,117500
2756,21,Belgium,117500
2757,22,Belgium,117500
2758,23,Belgium,117500
2759,24,Belgium,117500
2760,25,Belgium,150000
2761,26,Belgium,154000
2762,27,Belgium,164000
2763,28,Belgium,164000
2764,29,Belgium,164000
2765,30,Belgium,164000
2766,31,Belgium,200500
2767,32,Belgium,200500
2768,33,Belgium,200500
2769,34,Belgium,200500
2770,35,Belgium,200500
2771,36,Belgium,200500
2772,37,Belgium,235000
2773,38,Belgium,235000
2774,39,Belgium,235000
2775,40,Belgium,235000
2776,41,Belgium,235000
2777,42,Belgium,235000
2778,43,Belgium,235000
2779,44,Belgium,235000
2780,45,Belgium,235000
2781,46,Belgium,235000
2782,47,Belgium,235000
2783,48,Belgium,235000
2784,49,Belgium,267500
2785,50,Belgium,281500
2786,51,Belgium,281500
2787,52,Belgium,281500
2788,53,Belgium,281500
2789,54,Belgium,281500
2790,55,Belgium,281500
2791,56,Belgium,281500
2792,57,Belgium,281500
2793,58,Belgium,281500
2794,59,Belgium,281500
2795,60,Belgium,281500
2796,61,Belgium,281500
2797,62,Belgium,281500
2798,63,Belgium,281500
2799,64,Belgium,281500
2800,65,Belgium,281500
2801,66,Belgium,281500
2802,67,Belgium,281500
2803,68,Belgium,281500
2804,69,Belgium,281500
2805,70,Belgium,281500
2806,71,Belgium,281500
2807,72,Belgium,281500
2808,1,Bulgaria,32500
2809,2,Bulgaria,36500
2810,3,Bulgaria,46500
2811,4,Bulgaria,46500
2812,5,Bulgaria,46500
2813,6,Bulgaria,46500
2814,7,Bulgaria,83000
2815,8,Bulgaria,83000
2816,9,Bulgaria,83000
2817,10,Bulgaria,83000
2818,11,Bulgaria,83000
2819,12,Bulgaria,83000
2820,13,Bulgaria,117500
2821,14,Bulgaria,117500
2822,15,Bulgaria,117500
2823,16,Bulgaria,117500
2824,17,Bulgaria,117500
2825,18,Bulgaria,117500
2826,19,Bulgaria,117500
2827,20,Bulgaria,117500
2828,21,Bulgaria,117500
2829,22,Bulgaria,117500
2830,23,Bulgaria,117500
2831,24,Bulgaria,117500
2832,25,Bulgaria,150000
2833,26,Bulgaria,154000
2834,27,Bulgaria,164000
2835,28,Bulgaria,164000
2836,29,Bulgaria,164000
2837,30,Bulgaria,164000
2838,31,Bulgaria,200500
2839,32,Bulgaria,200500
2840,33,Bulgaria,200500
2841,34,Bulgaria,200500
2842,35,Bulgaria,200500
2843,36,Bulgaria,200500
2844,37,Bulgaria,235000
2845,38,Bulgaria,235000
2846,39,Bulgaria,235000
2847,40,Bulgaria,235000
2848,41,Bulgaria,235000
2849,42,Bulgaria,235000
2850,43,Bulgaria,235000
2851,44,Bulgaria,235000
2852,45,Bulgaria,235000
2853,46,Bulgaria,235000
2854,47,Bulgaria,235000
2855,48,Bulgaria,235000
2856,49,Bulgaria,267500
2857,50,Bulgaria,281500
2858,51,Bulgaria,281500
2859,52,Bulgaria,281500
2860,53,Bulgaria,281500
2861,54,Bulgaria,281500
2862,55,Bulgaria,281500
2863,56,Bulgaria,281500
2864,57,Bulgaria,281500
2865,58,Bulgaria,281500
2866,59,Bulgaria,281500
2867,60,Bulgaria,281500
2868,61,Bulgaria,281500
2869,62,Bulgaria,281500
2870,63,Bulgaria,281500
2871,64,Bulgaria,281500
2872,65,Bulgaria,281500
2873,66,Bulgaria,281500
2874,67,Bulgaria,281500
2875,68,Bulgaria,281500
2876,69,Bulgaria,281500
2877,70,Bulgaria,281500
2878,71,Bulgaria,281500
2879,72,Bulgaria,281500
2880,1,Bosnia_And_Herzegovina,32500
2881,2,Bosnia_And_Herzegovina,36500
2882,3,Bosnia_And_Herzegovina,46500
2883,4,Bosnia_And_Herzegovina,46500
2884,5,Bosnia_And_Herzegovina,46500
2885,6,Bosnia_And_Herzegovina,46500
2886,7,Bosnia_And_Herzegovina,83000
2887,8,Bosnia_And_Herzegovina,83000
2888,9,Bosnia_And_Herzegovina,83000
2889,10,Bosnia_And_Herzegovina,83000
2890,11,Bosnia_And_Herzegovina,83000
2891,12,Bosnia_And_Herzegovina,83000
2892,13,Bosnia_And_Herzegovina,117500
2893,14,Bosnia_And_Herzegovina,117500
2894,15,Bosnia_And_Herzegovina,117500
2895,16,Bosnia_And_Herzegovina,117500
2896,17,Bosnia_And_Herzegovina,117500
2897,18,Bosnia_And_Herzegovina,117500
2898,19,Bosnia_And_Herzegovina,117500
2899,20,Bosnia_And_Herzegovina,117500
2900,21,Bosnia_And_Herzegovina,117500
2901,22,Bosnia_And_Herzegovina,117500
2902,23,Bosnia_And_Herzegovina,117500
2903,24,Bosnia_And_Herzegovina,117500
2904,25,Bosnia_And_Herzegovina,150000
2905,26,Bosnia_And_Herzegovina,154000
2906,27,Bosnia_And_Herzegovina,164000
2907,28,Bosnia_And_Herzegovina,164000
2908,29,Bosnia_And_Herzegovina,164000
2909,30,Bosnia_And_Herzegovina,164000
2910,31,Bosnia_And_Herzegovina,200500
2911,32,Bosnia_And_Herzegovina,200500
2912,33,Bosnia_And_Herzegovina,200500
2913,34,Bosnia_And_Herzegovina,200500
2914,35,Bosnia_And_Herzegovina,200500
2915,36,Bosnia_And_Herzegovina,200500
2916,37,Bosnia_And_Herzegovina,235000
2917,38,Bosnia_And_Herzegovina,235000
2918,39,Bosnia_And_Herzegovina,235000
2919,40,Bosnia_And_Herzegovina,235000
2920,41,Bosnia_And_Herzegovina,235000
2921,42,Bosnia_And_Herzegovina,235000
2922,43,Bosnia_And_Herzegovina,235000
2923,44,Bosnia_And_Herzegovina,235000
2924,45,Bosnia_And_Herzegovina,235000
2925,46,Bosnia_And_Herzegovina,235000
2926,47,Bosnia_And_Herzegovina,235000
2927,48,Bosnia_And_Herzegovina,235000
2928,49,Bosnia_And_Herzegovina,267500
2929,50,Bosnia_And_Herzegovina,281500
2930,51,Bosnia_And_Herzegovina,281500
2931,52,Bosnia_And_Herzegovina,281500
2932,53,Bosnia_And_Herzegovina,281500
2933,54,Bosnia_And_Herzegovina,281500
2934,55,Bosnia_And_Herzegovina,281500
2935,56,Bosnia_And_Herzegovina,281500
2936,57,Bosnia_And_Herzegovina,281500
2937,58,Bosnia_And_Herzegovina,281500
2938,59,Bosnia_And_Herzegovina,281500
2939,60,Bosnia_And_Herzegovina,281500
2940,61,Bosnia_And_Herzegovina,281500
2941,62,Bosnia_And_Herzegovina,281500
2942,63,Bosnia_And_Herzegovina,281500
2943,64,Bosnia_And_Herzegovina,281500
2944,65,Bosnia_And_Herzegovina,281500
2945,66,Bosnia_And_Herzegovina,281500
2946,67,Bosnia_And_Herzegovina,281500
2947,68,Bosnia_And_Herzegovina,281500
2948,69,Bosnia_And_Herzegovina,281500
2949,70,Bosnia_And_Herzegovina,281500
2950,71,Bosnia_And_Herzegovina,281500
2951,72,Bosnia_And_Herzegovina,281500
2952,1,Croatia,32500
2953,2,Croatia,36500
2954,3,Croatia,46500
2955,4,Croatia,46500
2956,5,Croatia,46500
2957,6,Croatia,46500
2958,7,Croatia,83000
2959,8,Croatia,83000
2960,9,Croatia,83000
2961,10,Croatia,83000
2962,11,Croatia,83000
2963,12,Croatia,83000
2964,13,Croatia,117500
2965,14,Croatia,117500
2966,15,Croatia,117500
2967,16,Croatia,117500
2968,17,Croatia,117500
2969,18,Croatia,117500
2970,19,Croatia,117500
2971,20,Croatia,117500
2972,21,Croatia,117500
2973,22,Croatia,117500
2974,23,Croatia,117500
2975,24,Croatia,117500
2976,25,Croatia,150000
2977,26,Croatia,154000
2978,27,Croatia,164000
2979,28,Croatia,164000
2980,29,Croatia,164000
2981,30,Croatia,164000
2982,31,Croatia,200500
2983,32,Croatia,200500
2984,33,Croatia,200500
2985,34,Croatia,200500
2986,35,Croatia,200500
2987,36,Croatia,200500
2988,37,Croatia,235000
2989,38,Croatia,235000
2990,39,Croatia,235000
2991,40,Croatia,235000
2992,41,Croatia,235000
2993,42,Croatia,235000
2994,43,Croatia,235000
2995,44,Croatia,235000
2996,45,Croatia,235000
2997,46,Croatia,235000
2998,47,Croatia,235000
2999,48,Croatia,235000
3000,49,Croatia,267500
3001,50,Croatia,281500
3002,51,Croatia,281500
3003,52,Croatia,281500
3004,53,Croatia,281500
3005,54,Croatia,281500
3006,55,Croatia,281500
3007,56,Croatia,281500
3008,57,Croatia,281500
3009,58,Croatia,281500
3010,59,Croatia,281500
3011,60,Croatia,281500
3012,61,Croatia,281500
3013,62,Croatia,281500
3014,63,Croatia,281500
3015,64,Croatia,281500
3016,65,Croatia,281500
3017,66,Croatia,281500
3018,67,Croatia,281500
3019,68,Croatia,281500
3020,69,Croatia,281500
3021,70,Croatia,281500
3022,71,Croatia,281500
3023,72,Croatia,281500
3024,1,Cyprus,32500
3025,2,Cyprus,36500
3026,3,Cyprus,46500
3027,4,Cyprus,46500
3028,5,Cyprus,46500
3029,6,Cyprus,46500
3030,7,Cyprus,83000
3031,8,Cyprus,83000
3032,9,Cyprus,83000
3033,10,Cyprus,83000
3034,11,Cyprus,83000
3035,12,Cyprus,83000
3036,13,Cyprus,117500
3037,14,Cyprus,117500
3038,15,Cyprus,117500
3039,16,Cyprus,117500
3040,17,Cyprus,117500
3041,18,Cyprus,117500
3042,19,Cyprus,117500
3043,20,Cyprus,117500
3044,21,Cyprus,117500
3045,22,Cyprus,117500
3046,23,Cyprus,117500
3047,24,Cyprus,117500
3048,25,Cyprus,150000
3049,26,Cyprus,154000
3050,27,Cyprus,164000
3051,28,Cyprus,164000
3052,29,Cyprus,164000
3053,30,Cyprus,164000
3054,31,Cyprus,200500
3055,32,Cyprus,200500
3056,33,Cyprus,200500
3057,34,Cyprus,200500
3058,35,Cyprus,200500
3059,36,Cyprus,200500
3060,37,Cyprus,235000
3061,38,Cyprus,235000
3062,39,Cyprus,235000
3063,40,Cyprus,235000
3064,41,Cyprus,235000
3065,42,Cyprus,235000
3066,43,Cyprus,235000
3067,44,Cyprus,235000
3068,45,Cyprus,235000
3069,46,Cyprus,235000
3070,47,Cyprus,235000
3071,48,Cyprus,235000
3072,49,Cyprus,267500
3073,50,Cyprus,281500
3074,51,Cyprus,281500
3075,52,Cyprus,281500
3076,53,Cyprus,281500
3077,54,Cyprus,281500
3078,55,Cyprus,281500
3079,56,Cyprus,281500
3080,57,Cyprus,281500
3081,58,Cyprus,281500
3082,59,Cyprus,281500
3083,60,Cyprus,281500
3084,61,Cyprus,281500
3085,62,Cyprus,281500
3086,63,Cyprus,281500
3087,64,Cyprus,281500
3088,65,Cyprus,281500
3089,66,Cyprus,281500
3090,67,Cyprus,281500
3091,68,Cyprus,281500
3092,69,Cyprus,281500
3093,70,Cyprus,281500
3094,71,Cyprus,281500
3095,72,Cyprus,281500
3096,1,Czech_Rep,32500
3097,2,Czech_Rep,36500
3098,3,Czech_Rep,46500
3099,4,Czech_Rep,46500
3100,5,Czech_Rep,46500
3101,6,Czech_Rep,46500
3102,7,Czech_Rep,83000
3103,8,Czech_Rep,83000
3104,9,Czech_Rep,83000
3105,10,Czech_Rep,83000
3106,11,Czech_Rep,83000
3107,12,Czech_Rep,83000
3108,13,Czech_Rep,117500
3109,14,Czech_Rep,117500
3110,15,Czech_Rep,117500
3111,16,Czech_Rep,117500
3112,17,Czech_Rep,117500
3113,18,Czech_Rep,117500
3114,19,Czech_Rep,117500
3115,20,Czech_Rep,117500
3116,21,Czech_Rep,117500
3117,22,Czech_Rep,117500
3118,23,Czech_Rep,117500
3119,24,Czech_Rep,117500
3120,25,Czech_Rep,150000
3121,26,Czech_Rep,154000
3122,27,Czech_Rep,164000
3123,28,Czech_Rep,164000
3124,29,Czech_Rep,164000
3125,30,Czech_Rep,164000
3126,31,Czech_Rep,200500
3127,32,Czech_Rep,200500
3128,33,Czech_Rep,200500
3129,34,Czech_Rep,200500
3130,35,Czech_Rep,200500
3131,36,Czech_Rep,200500
3132,37,Czech_Rep,235000
3133,38,Czech_Rep,235000
3134,39,Czech_Rep,235000
3135,40,Czech_Rep,235000
3136,41,Czech_Rep,235000
3137,42,Czech_Rep,235000
3138,43,Czech_Rep,235000
3139,44,Czech_Rep,235000
3140,45,Czech_Rep,235000
3141,46,Czech_Rep,235000
3142,47,Czech_Rep,235000
3143,48,Czech_Rep,235000
3144,49,Czech_Rep,267500
3145,50,Czech_Rep,281500
3146,51,Czech_Rep,281500
3147,52,Czech_Rep,281500
3148,53,Czech_Rep,281500
3149,54,Czech_Rep,281500
3150,55,Czech_Rep,281500
3151,56,Czech_Rep,281500
3152,57,Czech_Rep,281500
3153,58,Czech_Rep,281500
3154,59,Czech_Rep,281500
3155,60,Czech_Rep,281500
3156,61,Czech_Rep,281500
3157,62,Czech_Rep,281500
3158,63,Czech_Rep,281500
3159,64,Czech_Rep,281500
3160,65,Czech_Rep,281500
3161,66,Czech_Rep,281500
3162,67,Czech_Rep,281500
3163,68,Czech_Rep,281500
3164,69,Czech_Rep,281500
3165,70,Czech_Rep,281500
3166,71,Czech_Rep,281500
3167,72,Czech_Rep,281500
3168,1,Denmark,32500
3169,2,Denmark,36500
3170,3,Denmark,46500
3171,4,Denmark,46500
3172,5,Denmark,46500
3173,6,Denmark,46500
3174,7,Denmark,83000
3175,8,Denmark,83000
3176,9,Denmark,83000
3177,10,Denmark,83000
3178,11,Denmark,83000
3179,12,Denmark,83000
3180,13,Denmark,117500
3181,14,Denmark,117500
3182,15,Denmark,117500
3183,16,Denmark,117500
3184,17,Denmark,117500
3185,18,Denmark,117500
3186,19,Denmark,117500
3187,20,Denmark,117500
3188,21,Denmark,117500
3189,22,Denmark,117500
3190,23,Denmark,117500
